wall_time,step,value,tag,source_file
1788863624.7855427,7993,0.594123363494873,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788863695.3629534,8047,0.5992043018341064,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788863767.0566115,8101,0.5974075794219971,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788863836.516209,8155,0.5855152606964111,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788863908.2068532,8209,0.6250603199005127,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788863985.1848574,8263,0.6173319816589355,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788864058.4324648,8317,0.5745205879211426,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788864130.6565127,8371,0.6135599613189697,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788864202.782058,8425,0.5959465503692627,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788864272.6143076,8479,0.6178982257843018,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788864341.9134037,8533,0.6367132663726807,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788864416.304633,8587,0.603083610534668,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788864489.1220536,8641,0.5975062847137451,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788864560.7106457,8695,0.5885004997253418,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788864631.9616587,8749,0.5958354473114014,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788864703.8847618,8803,0.5911943912506104,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788864776.1467283,8857,0.5966291427612305,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788864846.8951738,8911,0.6091177463531494,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788864919.593957,8965,0.5746300220489502,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788864990.0388498,9019,0.591529130935669,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
